==============================================================================
==============================================================================
 Aug. 22 2020                  LANDSAT 5                       Time: 12:50
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: L2                          Path / Row - 227 / 65
Reference Image: terrain_HDF.l1g

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
2270653031   -7.32027    -55.50054     0.03      0.04     0.05     1 
2270653033   -7.32008    -55.44348     0.15      0.08     0.17     1 
2270653044   -7.31888    -55.12969    -0.05     -0.14     0.15     1 
2270653052   -7.31788    -54.90151    -0.03     -0.07     0.08     1 
2270653053   -7.31774    -54.87299    -0.00     -0.04     0.04     1 
2270653054   -7.31761    -54.84448    -0.07     -0.11     0.13     1 
2270653055   -7.31747    -54.81596     0.02     -0.09     0.09     1 
2270653056   -7.31733    -54.78744    -0.02     -0.08     0.09     1 
2270653057   -7.31719    -54.75892    -0.02     -0.06     0.06     1 
2270653058   -7.31705    -54.73040    -0.03     -0.07     0.07     1 
2270653059   -7.31690    -54.70189     0.01     -0.01     0.01     1 
2270653060   -7.31676    -54.67337     0.12     -0.07     0.14     1 
2270653062   -7.31646    -54.61634     0.03     -0.05     0.06     1 
2270653063   -7.31631    -54.58783     0.02     -0.05     0.05     1 
2270653064   -7.31615    -54.55931     0.03     -0.03     0.04     1 
2270653065   -7.31600    -54.53080     0.00     -0.03     0.03     1 
2270653066   -7.31584    -54.50229     0.05     -0.01     0.05     1 
2270653067   -7.31568    -54.47378     0.06     -0.07     0.09     1 
2270653090   -7.34652    -55.95700     0.10     -0.02     0.11     1 
2270653091   -7.34645    -55.92846     0.08     -0.01     0.08     1 
2270653092   -7.34639    -55.89992     0.12     -0.09     0.15     1 
2270653099   -7.34585    -55.70018     0.04      0.05     0.07     1 
2270653103   -7.34551    -55.58605     0.02     -0.01     0.03     1 
2270653111   -7.34473    -55.35780     0.15     -0.02     0.15     1 
2270653113   -7.34452    -55.30075    -0.07     -0.02     0.07     1 
2270653120   -7.34372    -55.10106    -0.07     -0.19     0.20     1 
2270653121   -7.34359    -55.07254     0.05     -0.10     0.11     1 
2270653125   -7.34309    -54.95844     0.08     -0.06     0.10     1 
2270653126   -7.34296    -54.92992     0.03     -0.09     0.09     1 
2270653127   -7.34283    -54.90140    -0.07     -0.12     0.14     1 
2270653128   -7.34269    -54.87288    -0.00     -0.12     0.12     1 
2270653129   -7.34256    -54.84436    -0.12     -0.07     0.14     1 
2270653130   -7.34242    -54.81583    -0.05     -0.02     0.06     1 
2270653131   -7.34228    -54.78731    -0.10     -0.12     0.15     1 
2270653132   -7.34214    -54.75880    -0.12      0.02     0.12     1 
2270653133   -7.34199    -54.73028    -0.01     -0.14     0.14     1 
2270653134   -7.34185    -54.70176     0.02     -0.05     0.06     1 
2270653136   -7.34155    -54.64473     0.02     -0.03     0.04     1 
2270653137   -7.34140    -54.61621     0.00     -0.06     0.06     1 
2270653138   -7.34125    -54.58769    -0.01     -0.03     0.03     1 
2270653139   -7.34110    -54.55918     0.04     -0.03     0.05     1 
2270653140   -7.34094    -54.53066     0.02      0.02     0.03     1 
2270653169   -7.37120    -55.84279     0.11     -0.04     0.12     1 
2270653181   -7.37019    -55.50037     0.08      0.04     0.09     1 
2270653182   -7.37009    -55.47184    -0.05      0.00     0.05     1 
2270653184   -7.36989    -55.41477    -0.01      0.01     0.02     1 
2270653190   -7.36925    -55.24359    -0.07     -0.16     0.18     1 
2270653191   -7.36914    -55.21506     0.05      0.19     0.19     1 
2270653192   -7.36902    -55.18654     0.15     -0.05     0.16     1 
2270653197   -7.36842    -55.04390     0.10     -0.15     0.18     1 
2270653201   -7.36791    -54.92980    -0.02     -0.10     0.10     1 
2270653202   -7.36778    -54.90128    -0.07     -0.14     0.15     1 
2270653203   -7.36764    -54.87276     0.02     -0.11     0.11     1 
2270653204   -7.36751    -54.84423    -0.04     -0.06     0.07     1 
2270653205   -7.36737    -54.81571    -0.05     -0.02     0.05     1 
2270653206   -7.36723    -54.78719     0.01      0.00     0.01     1 
2270653207   -7.36709    -54.75867    -0.06     -0.05     0.08     1 
2270653210   -7.36665    -54.67311     0.03     -0.02     0.04     1 
2270653214   -7.36604    -54.55904    -0.02     -0.08     0.08     1 
2270653215   -7.36588    -54.53053    -0.08     -0.04     0.08     1 
2270653216   -7.36573    -54.50201    -0.06     -0.04     0.07     1 
2270653244   -7.39616    -55.84272     0.14     -0.09     0.17     1 
2270653247   -7.39593    -55.75711     0.03     -0.03     0.05     1 
2270653256   -7.39515    -55.50029     0.04      0.01     0.04     1 
2270653257   -7.39505    -55.47175     0.02      0.06     0.06     1 
2270653259   -7.39485    -55.41469    -0.04     -0.03     0.05     1 
2270653276   -7.39286    -54.92969     0.09     -0.04     0.10     1 
2270653277   -7.39273    -54.90116     0.01     -0.07     0.07     1 
2270653278   -7.39259    -54.87264    -0.05     -0.05     0.07     1 
2270653279   -7.39245    -54.84411     0.03     -0.07     0.08     1 
2270653280   -7.39232    -54.81559     0.05     -0.06     0.08     1 
2270653281   -7.39217    -54.78707    -0.01      0.02     0.02     1 
2270653282   -7.39203    -54.75855    -0.04     -0.11     0.12     1 
2270653283   -7.39189    -54.73002    -0.04     -0.07     0.08     1 
2270653284   -7.39174    -54.70150    -0.05     -0.08     0.09     1 
2270653285   -7.39159    -54.67298    -0.08     -0.08     0.11     1 
2270653286   -7.39145    -54.64446    -0.20     -0.02     0.20     1 
2270653289   -7.39098    -54.55891     0.03     -0.03     0.04     1 
2270653290   -7.39083    -54.53039     0.08     -0.00     0.08     1 
2270653291   -7.39067    -54.50187    -0.08     -0.05     0.09     1 
2270653310   -7.42172    -56.09953     0.06      0.02     0.06     1 
2270653316   -7.42134    -55.92828     0.15     -0.09     0.18     1 
2270653320   -7.42105    -55.81412     0.14     -0.05     0.15     1 
2270653323   -7.42082    -55.72850     0.10      0.01     0.10     1 
2270653327   -7.42047    -55.61435     0.12      0.01     0.12     1 
2270653328   -7.42038    -55.58581     0.05      0.01     0.05     1 
2270653329   -7.42029    -55.55727     0.02     -0.03     0.04     1 
2270653331   -7.42010    -55.50020     0.04     -0.00     0.04     1 
2270653332   -7.42000    -55.47167    -0.01      0.01     0.02     1 
2270653333   -7.41991    -55.44313     0.10      0.00     0.10     1 
2270653334   -7.41981    -55.41460     0.08      0.04     0.09     1 
2270653336   -7.41960    -55.35753     0.10      0.02     0.10     1 
2270653337   -7.41949    -55.32899     0.09      0.09     0.13     1 
2270653338   -7.41938    -55.30046     0.01     -0.05     0.05     1 
2270653346   -7.41845    -55.07221     0.03     -0.01     0.04     1 
2270653347   -7.41833    -55.04368     0.04     -0.03     0.05     1 
2270653348   -7.41820    -55.01515    -0.05     -0.11     0.12     1 
2270653352   -7.41768    -54.90104     0.01     -0.02     0.02     1 
2270653353   -7.41754    -54.87252     0.05     -0.02     0.05     1 
2270653354   -7.41740    -54.84399     0.04     -0.01     0.04     1 
2270653355   -7.41726    -54.81547     0.10      0.11     0.15     1 
2270653356   -7.41712    -54.78694    -0.10      0.02     0.10     1 
2270653357   -7.41698    -54.75842     0.04     -0.04     0.06     1 
2270653358   -7.41683    -54.72990    -0.02     -0.04     0.05     1 
2270653359   -7.41669    -54.70137    -0.05     -0.05     0.07     1 
2270653360   -7.41654    -54.67285    -0.02     -0.05     0.06     1 
2270653362   -7.41624    -54.61581    -0.12     -0.10     0.15     1 
2270653365   -7.41577    -54.53025    -0.06     -0.08     0.10     1 
2270653366   -7.41561    -54.50173    -0.08     -0.07     0.11     1 
2270653382   -7.44685    -56.18511    -0.00      0.02     0.02     1 
2270653383   -7.44680    -56.15657     0.07      0.01     0.07     1 
2270653386   -7.44663    -56.07093    -0.01     -0.07     0.07     1 
2270653387   -7.44656    -56.04239     0.02     -0.01     0.03     1 
2270653392   -7.44623    -55.89968     0.12     -0.03     0.12     1 
2270653393   -7.44616    -55.87114     0.07     -0.08     0.11     1 
2270653396   -7.44594    -55.78551     0.06     -0.05     0.08     1 
2270653397   -7.44586    -55.75697     0.08     -0.07     0.10     1 
2270653405   -7.44516    -55.52866     0.04      0.04     0.06     1 
2270653406   -7.44506    -55.50012     0.10      0.00     0.10     1 
2270653407   -7.44496    -55.47158     0.03     -0.02     0.03     1 
2270653409   -7.44476    -55.41451     0.04      0.12     0.13     1 
2270653413   -7.44434    -55.30036     0.13     -0.05     0.14     1 
2270653420   -7.44353    -55.10063    -0.01      0.02     0.02     1 
2270653421   -7.44340    -55.07210    -0.01     -0.03     0.03     1 
2270653422   -7.44328    -55.04357     0.00     -0.05     0.05     1 
2270653423   -7.44315    -55.01504     0.08     -0.08     0.11     1 
2270653424   -7.44302    -54.98651     0.12     -0.16     0.20     1 
2270653425   -7.44289    -54.95798    -0.04     -0.08     0.09     1 
2270653426   -7.44276    -54.92945    -0.04     -0.03     0.05     1 
2270653427   -7.44263    -54.90093     0.04     -0.02     0.04     1 
2270653428   -7.44249    -54.87240    -0.02     -0.04     0.04     1 
2270653429   -7.44235    -54.84387     0.02     -0.05     0.05     1 
2270653430   -7.44221    -54.81535     0.01     -0.03     0.04     1 
2270653431   -7.44207    -54.78682    -0.05     -0.03     0.06     1 
2270653432   -7.44193    -54.75829     0.06      0.04     0.07     1 
2270653433   -7.44178    -54.72977     0.03      0.00     0.03     1 
2270653434   -7.44163    -54.70124     0.06     -0.09     0.11     1 
2270653435   -7.44149    -54.67272     0.05      0.03     0.06     1 
2270653436   -7.44133    -54.64420     0.04     -0.00     0.04     1 
2270653437   -7.44118    -54.61568    -0.12     -0.00     0.12     1 
2270653441   -7.44055    -54.50159    -0.07     -0.08     0.11     1 
2270653462   -7.47153    -56.04234     0.05     -0.07     0.08     1 
2270653463   -7.47147    -56.01379     0.10      0.06     0.12     1 
2270653466   -7.47126    -55.92816     0.17     -0.03     0.18     1 
2270653469   -7.47105    -55.84253     0.03     -0.10     0.10     1 
2270653471   -7.47090    -55.78544     0.05     -0.06     0.08     1 
2270653473   -7.47074    -55.72836     0.07      0.01     0.07     1 
2270653474   -7.47065    -55.69982     0.06      0.01     0.06     1 
2270653475   -7.47057    -55.67127     0.05      0.01     0.05     1 
2270653477   -7.47039    -55.61419     0.05      0.01     0.06     1 
2270653478   -7.47030    -55.58565     0.05     -0.09     0.10     1 
2270653480   -7.47011    -55.52857     0.05      0.02     0.05     1 
2270653484   -7.46972    -55.41442     0.09     -0.01     0.09     1 
2270653485   -7.46962    -55.38588     0.13      0.08     0.15     1 
2270653486   -7.46951    -55.35734     0.14     -0.08     0.17     1 
2270653488   -7.46929    -55.30027    -0.16     -0.07     0.18     1 
2270653489   -7.46918    -55.27173    -0.00     -0.11     0.11     1 
2270653496   -7.46836    -55.07199     0.07     -0.04     0.08     1 
2270653497   -7.46823    -55.04346     0.03     -0.01     0.03     1 
2270653498   -7.46810    -55.01493     0.12     -0.01     0.12     1 
2270653499   -7.46797    -54.98640     0.05     -0.00     0.05     1 
2270653501   -7.46771    -54.92934     0.03      0.02     0.04     1 
2270653502   -7.46758    -54.90081     0.01     -0.06     0.06     1 
2270653503   -7.46744    -54.87228     0.06     -0.01     0.06     1 
2270653504   -7.46730    -54.84375     0.06     -0.04     0.07     1 
2270653505   -7.46716    -54.81522     0.04     -0.07     0.08     1 
2270653506   -7.46702    -54.78669    -0.08      0.06     0.10     1 
2270653507   -7.46687    -54.75817    -0.07      0.03     0.08     1 
2270653509   -7.46658    -54.70111     0.03     -0.00     0.03     1 
2270653510   -7.46643    -54.67259     0.04     -0.01     0.04     1 
2270653511   -7.46628    -54.64406     0.04     -0.01     0.04     1 
2270653512   -7.46613    -54.61554     0.03      0.01     0.04     1 
2270653513   -7.46597    -54.58702    -0.09     -0.03     0.09     1 
2270653514   -7.46582    -54.55849     0.00     -0.00     0.00     1 
2270653515   -7.46566    -54.52997     0.02     -0.06     0.07     1 
2270653531   -7.49683    -56.21357     0.18      0.06     0.19     1 
2270653540   -7.49630    -55.95664     0.10     -0.08     0.13     1 
2270653543   -7.49608    -55.87101     0.07     -0.05     0.09     1 
2270653544   -7.49601    -55.84246     0.11      0.05     0.13     1 
2270653547   -7.49578    -55.75683     0.03      0.03     0.04     1 
2270653548   -7.49569    -55.72828     0.14     -0.03     0.14     1 
2270653549   -7.49561    -55.69974     0.04      0.00     0.04     1 
2270653550   -7.49553    -55.67120     0.04      0.03     0.05     1 
2270653552   -7.49535    -55.61411     0.05      0.02     0.05     1 
2270653556   -7.49498    -55.49995     0.13     -0.06     0.14     1 
2270653559   -7.49468    -55.41433     0.03     -0.14     0.14     1 
2270653562   -7.49436    -55.32871     0.03     -0.02     0.04     1 
2270653564   -7.49414    -55.27164    -0.12      0.01     0.12     1 
2270653565   -7.49402    -55.24310     0.11      0.08     0.13     1 
2270653567   -7.49379    -55.18602     0.12     -0.04     0.12     1 
2270653569   -7.49355    -55.12895    -0.01     -0.03     0.03     1 
2270653570   -7.49343    -55.10042     0.03      0.03     0.04     1 
2270653571   -7.49331    -55.07188     0.04     -0.01     0.04     1 
2270653572   -7.49318    -55.04335    -0.05     -0.10     0.11     1 
2270653573   -7.49306    -55.01482     0.08     -0.13     0.16     1 
2270653574   -7.49292    -54.98628     0.04     -0.04     0.05     1 
2270653575   -7.49279    -54.95775    -0.02     -0.07     0.07     1 
2270653576   -7.49266    -54.92922     0.03     -0.03     0.04     1 
2270653577   -7.49252    -54.90069     0.03     -0.06     0.07     1 
2270653578   -7.49239    -54.87216     0.05      0.00     0.05     1 
2270653579   -7.49225    -54.84363     0.05     -0.02     0.05     1 
2270653580   -7.49211    -54.81510     0.02     -0.04     0.04     1 
2270653581   -7.49197    -54.78657    -0.07      0.06     0.09     1 
2270653582   -7.49182    -54.75804    -0.02      0.07     0.07     1 
2270653583   -7.49167    -54.72951    -0.04      0.04     0.06     1 
2270653584   -7.49153    -54.70098     0.08      0.02     0.08     1 
2270653585   -7.49138    -54.67246     0.07      0.02     0.07     1 
2270653586   -7.49123    -54.64393     0.01     -0.05     0.05     1 
2270653587   -7.49107    -54.61540     0.03      0.01     0.04     1 
2270653588   -7.49092    -54.58688    -0.02      0.02     0.03     1 
2270653589   -7.49076    -54.55835    -0.05      0.02     0.05     1 
2270653590   -7.49060    -54.52983     0.04      0.01     0.04     1 
2270653605   -7.52184    -56.24207     0.17      0.07     0.19     1 
2270653607   -7.52174    -56.18497     0.07      0.01     0.07     1 
2270653610   -7.52157    -56.09932     0.09      0.03     0.09     1 
2270653614   -7.52133    -55.98513     0.04     -0.02     0.04     1 
2270653615   -7.52126    -55.95658     0.09      0.02     0.09     1 
2270653618   -7.52105    -55.87094     0.12     -0.01     0.12     1 
2270653619   -7.52097    -55.84240     0.07     -0.03     0.07     1 
2270653620   -7.52090    -55.81385     0.14      0.07     0.15     1 
2270653621   -7.52082    -55.78530     0.04     -0.04     0.05     1 
2270653622   -7.52074    -55.75676     0.10      0.01     0.10     1 
2270653623   -7.52065    -55.72821     0.04     -0.02     0.05     1 
2270653624   -7.52057    -55.69967     0.08      0.03     0.09     1 
2270653625   -7.52049    -55.67112     0.02      0.01     0.02     1 
2270653626   -7.52040    -55.64258     0.08     -0.01     0.08     1 
2270653628   -7.52022    -55.58549     0.06      0.03     0.07     1 
2270653630   -7.52003    -55.52840    -0.10     -0.04     0.11     1 
2270653631   -7.51993    -55.49986     0.04     -0.02     0.05     1 
2270653634   -7.51963    -55.41424    -0.01     -0.04     0.04     1 
2270653635   -7.51953    -55.38570    -0.10      0.07     0.12     1 
2270653636   -7.51942    -55.35715    -0.04     -0.07     0.08     1 
2270653638   -7.51921    -55.30007     0.12     -0.13     0.18     1 
2270653642   -7.51875    -55.18592     0.12      0.04     0.13     1 
2270653644   -7.51851    -55.12885     0.06      0.02     0.06     1 
2270653645   -7.51839    -55.10031     0.13     -0.04     0.13     1 
2270653646   -7.51826    -55.07177     0.07     -0.07     0.10     1 
2270653647   -7.51813    -55.04324     0.02     -0.06     0.06     1 
2270653648   -7.51801    -55.01470     0.05      0.01     0.05     1 
2270653651   -7.51761    -54.92910    -0.02     -0.04     0.05     1 
2270653652   -7.51747    -54.90057     0.01     -0.07     0.07     1 
2270653653   -7.51734    -54.87203     0.01     -0.03     0.04     1 
2270653654   -7.51720    -54.84350     0.04     -0.07     0.08     1 
2270653655   -7.51706    -54.81497     0.03     -0.02     0.03     1 
2270653656   -7.51691    -54.78644     0.06     -0.05     0.08     1 
2270653657   -7.51677    -54.75791     0.10     -0.06     0.12     1 
2270653658   -7.51662    -54.72938    -0.09      0.00     0.09     1 
2270653659   -7.51647    -54.70085     0.09      0.05     0.11     1 
2270653660   -7.51632    -54.67232     0.07      0.02     0.08     1 
2270653661   -7.51617    -54.64380     0.04      0.01     0.04     1 
2270653662   -7.51602    -54.61527     0.03     -0.01     0.03     1 
2270653663   -7.51586    -54.58674     0.07      0.04     0.08     1 
2270653664   -7.51570    -54.55821     0.04      0.02     0.05     1 
2270653665   -7.51554    -54.52969    -0.08      0.05     0.09     1 
2270653680   -7.54681    -56.24203     0.11      0.02     0.11     1 
2270653681   -7.54676    -56.21348     0.11      0.09     0.15     1 
2270653685   -7.54654    -56.09927     0.09     -0.01     0.09     1 
2270653687   -7.54642    -56.04217     0.07      0.04     0.08     1 
2270653689   -7.54629    -55.98507     0.12     -0.03     0.12     1 
2270653691   -7.54615    -55.92798     0.05     -0.00     0.05     1 
2270653692   -7.54608    -55.89943     0.20     -0.01     0.20     1 
2270653694   -7.54593    -55.84233     0.09      0.06     0.11     1 
2270653695   -7.54586    -55.81378     0.09      0.03     0.09     1 
2270653697   -7.54570    -55.75669     0.04     -0.01     0.04     1 
2270653698   -7.54561    -55.72814     0.01      0.05     0.05     1 
2270653699   -7.54553    -55.69959     0.07      0.10     0.12     1 
2270653700   -7.54544    -55.67105    -0.02      0.00     0.02     1 
2270653701   -7.54536    -55.64250     0.08      0.03     0.08     1 
2270653702   -7.54527    -55.61395     0.03     -0.03     0.04     1 
2270653703   -7.54518    -55.58541     0.04      0.04     0.05     1 
2270653704   -7.54508    -55.55687     0.05     -0.03     0.06     1 
2270653706   -7.54489    -55.49978     0.07     -0.02     0.08     1 
2270653709   -7.54459    -55.41415     0.05     -0.06     0.08     1 
2270653710   -7.54448    -55.38560     0.06      0.03     0.06     1 
2270653716   -7.54382    -55.21436     0.08     -0.03     0.08     1 
2270653717   -7.54370    -55.18582     0.04      0.00     0.04     1 
2270653720   -7.54334    -55.10020    -0.01     -0.07     0.07     1 
2270653721   -7.54321    -55.07166     0.06     -0.04     0.08     1 
2270653723   -7.54296    -55.01459    -0.03     -0.10     0.10     1 
2270653725   -7.54269    -54.95752     0.01      0.01     0.01     1 
2270653726   -7.54256    -54.92898     0.05      0.03     0.06     1 
2270653727   -7.54242    -54.90045     0.01      0.02     0.02     1 
2270653728   -7.54229    -54.87191     0.09      0.00     0.09     1 
2270653729   -7.54215    -54.84338    -0.03     -0.07     0.08     1 
2270653730   -7.54200    -54.81485     0.03     -0.08     0.09     1 
2270653731   -7.54186    -54.78632     0.08     -0.05     0.10     1 
2270653732   -7.54172    -54.75778     0.07     -0.00     0.07     1 
2270653733   -7.54157    -54.72925     0.08     -0.00     0.08     1 
2270653734   -7.54142    -54.70072     0.09      0.00     0.09     1 
2270653735   -7.54127    -54.67219     0.04     -0.00     0.04     1 
2270653736   -7.54111    -54.64366     0.10     -0.01     0.10     1 
2270653737   -7.54096    -54.61513     0.04     -0.03     0.04     1 
2270653738   -7.54080    -54.58660     0.09      0.04     0.10     1 
2270653739   -7.54065    -54.55808     0.07     -0.06     0.09     1 
2270653740   -7.54049    -54.52955     0.10     -0.07     0.13     1 
2270653755   -7.57177    -56.24198     0.18      0.02     0.18     1 
2270653756   -7.57172    -56.21343     0.06     -0.00     0.06     1 
2270653757   -7.57167    -56.18488     0.01      0.07     0.07     1 
2270653762   -7.57138    -56.04212     0.03      0.02     0.04     1 
2270653765   -7.57118    -55.95646     0.06     -0.04     0.08     1 
2270653766   -7.57111    -55.92791     0.04      0.01     0.04     1 
2270653767   -7.57104    -55.89936     0.08      0.03     0.09     1 
2270653768   -7.57097    -55.87081     0.07     -0.02     0.08     1 
2270653773   -7.57057    -55.72807     0.07      0.05     0.09     1 
2270653775   -7.57041    -55.67097     0.07      0.06     0.09     1 
2270653776   -7.57032    -55.64242     0.13      0.03     0.13     1 
2270653777   -7.57023    -55.61388     0.03      0.03     0.05     1 
2270653778   -7.57013    -55.58533    -0.01      0.03     0.04     1 
2270653779   -7.57004    -55.55678     0.04     -0.01     0.04     1 
2270653780   -7.56995    -55.52824     0.11     -0.08     0.14     1 
2270653781   -7.56985    -55.49969     0.10      0.00     0.10     1 
2270653783   -7.56965    -55.44260     0.14      0.02     0.14     1 
2270653785   -7.56944    -55.38551     0.02      0.03     0.04     1 
2270653789   -7.56900    -55.27134     0.01      0.02     0.03     1 
2270653793   -7.56853    -55.15717     0.13      0.02     0.13     1 
2270653794   -7.56841    -55.12863     0.04     -0.01     0.04     1 
2270653796   -7.56817    -55.07155     0.00      0.03     0.04     1 
2270653797   -7.56804    -55.04301    -0.06     -0.17     0.18     1 
2270653798   -7.56791    -55.01448     0.13     -0.11     0.17     1 
2270653799   -7.56778    -54.98594     0.10      0.02     0.10     1 
2270653800   -7.56764    -54.95740     0.04     -0.04     0.06     1 
2270653801   -7.56751    -54.92886     0.01     -0.02     0.03     1 
2270653802   -7.56737    -54.90033    -0.05     -0.05     0.07     1 
2270653803   -7.56724    -54.87179     0.02      0.04     0.05     1 
2270653804   -7.56710    -54.84326     0.07     -0.01     0.07     1 
2270653805   -7.56695    -54.81472     0.05     -0.05     0.07     1 
2270653806   -7.56681    -54.78619     0.08      0.02     0.08     1 
2270653807   -7.56666    -54.75765     0.06     -0.02     0.06     1 
2270653808   -7.56651    -54.72912     0.05     -0.01     0.05     1 
2270653809   -7.56637    -54.70059     0.02      0.03     0.04     1 
2270653810   -7.56621    -54.67206     0.08      0.03     0.08     1 
2270653811   -7.56606    -54.64353     0.12      0.03     0.12     1 
2270653812   -7.56590    -54.61500     0.07     -0.01     0.07     1 
2270653813   -7.56575    -54.58646     0.04      0.02     0.04     1 
2270653814   -7.56559    -54.55794     0.13     -0.06     0.14     1 
2270653830   -7.59674    -56.24194     0.18     -0.01     0.18     1 
2270653831   -7.59669    -56.21339     0.07      0.03     0.07     1 
2270653834   -7.59652    -56.12772     0.15     -0.01     0.15     1 
2270653836   -7.59640    -56.07061     0.05     -0.01     0.05     1 
2270653837   -7.59634    -56.04206     0.07      0.00     0.07     1 
2270653839   -7.59621    -55.98496     0.00     -0.06     0.06     1 
2270653840   -7.59614    -55.95640     0.06     -0.06     0.08     1 
2270653841   -7.59607    -55.92785    -0.06     -0.15     0.16     1 
2270653842   -7.59600    -55.89930     0.00     -0.00     0.01     1 
2270653843   -7.59593    -55.87075    -0.06     -0.01     0.06     1 
2270653844   -7.59586    -55.84220     0.01     -0.06     0.06     1 
2270653845   -7.59578    -55.81365     0.09      0.00     0.09     1 
2270653846   -7.59570    -55.78509     0.10     -0.04     0.11     1 
2270653852   -7.59519    -55.61380     0.10      0.03     0.10     1 
2270653853   -7.59509    -55.58525     0.06      0.06     0.08     1 
2270653854   -7.59500    -55.55670     0.07      0.04     0.08     1 
2270653858   -7.59461    -55.44251     0.06      0.06     0.08     1 
2270653862   -7.59418    -55.32833     0.04      0.01     0.04     1 
2270653868   -7.59349    -55.15707     0.08     -0.03     0.09     1 
2270653871   -7.59312    -55.07144    -0.10     -0.01     0.10     1 
2270653873   -7.59286    -55.01436     0.07     -0.03     0.07     1 
2270653874   -7.59273    -54.98582     0.16      0.10     0.19     1 
2270653876   -7.59246    -54.92874     0.03     -0.01     0.03     1 
2270653877   -7.59232    -54.90021     0.02     -0.05     0.05     1 
2270653878   -7.59218    -54.87167    -0.00     -0.02     0.02     1 
2270653879   -7.59204    -54.84313    -0.03     -0.07     0.07     1 
2270653880   -7.59190    -54.81460    -0.03     -0.09     0.09     1 
2270653881   -7.59176    -54.78606     0.06     -0.04     0.08     1 
2270653882   -7.59161    -54.75753     0.11      0.01     0.11     1 
2270653883   -7.59146    -54.72899     0.11     -0.00     0.11     1 
2270653884   -7.59131    -54.70046     0.01      0.04     0.04     1 
2270653885   -7.59116    -54.67192     0.07      0.04     0.08     1 
2270653886   -7.59101    -54.64339     0.11      0.03     0.11     1 
2270653887   -7.59085    -54.61486     0.01     -0.01     0.02     1 
2270653888   -7.59069    -54.58633     0.03     -0.01     0.03     1 
2270653889   -7.59053    -54.55779     0.06     -0.01     0.06     1 
2270653904   -7.62175    -56.27045     0.16     -0.03     0.16     1 
2270653905   -7.62170    -56.24190     0.18     -0.07     0.19     1 
2270653909   -7.62148    -56.12767     0.05     -0.06     0.08     1 
2270653912   -7.62130    -56.04201     0.12      0.16     0.20     1 
2270653915   -7.62111    -55.95634    -0.00     -0.09     0.09     1 
2270653916   -7.62104    -55.92779     0.03     -0.02     0.04     1 
2270653918   -7.62089    -55.87068     0.01     -0.02     0.03     1 
2270653919   -7.62082    -55.84213     0.01     -0.03     0.03     1 
2270653920   -7.62074    -55.81358     0.11      0.05     0.12     1 
2270653922   -7.62058    -55.75647     0.06     -0.00     0.06     1 
2270653923   -7.62050    -55.72792     0.04      0.03     0.05     1 
2270653925   -7.62032    -55.67082     0.11      0.01     0.11     1 
2270653927   -7.62014    -55.61371     0.09      0.06     0.10     1 
2270653928   -7.62005    -55.58517    -0.12      0.10     0.15     1 
2270653929   -7.61996    -55.55662     0.02      0.03     0.04     1 
2270653930   -7.61986    -55.52807     0.02      0.12     0.13     1 
2270653931   -7.61976    -55.49952    -0.03      0.13     0.13     1 
2270653932   -7.61966    -55.47097     0.00      0.08     0.08     1 
2270653937   -7.61914    -55.32823     0.00      0.05     0.05     1 
2270653939   -7.61891    -55.27114     0.08      0.07     0.10     1 
2270653943   -7.61844    -55.15696     0.05     -0.02     0.05     1 
2270653947   -7.61794    -55.04279     0.10     -0.04     0.11     1 
2270653949   -7.61768    -54.98571     0.15      0.07     0.17     1 
2270653951   -7.61741    -54.92862     0.03      0.03     0.04     1 
2270653952   -7.61727    -54.90008     0.05      0.04     0.07     1 
2270653954   -7.61699    -54.84301    -0.02     -0.03     0.04     1 
2270653955   -7.61685    -54.81447    -0.01     -0.03     0.03     1 
2270653956   -7.61670    -54.78593     0.07     -0.04     0.08     1 
2270653957   -7.61656    -54.75740     0.08      0.02     0.09     1 
2270653959   -7.61626    -54.70032     0.12      0.13     0.18     1 
2270653960   -7.61611    -54.67179     0.04     -0.00     0.04     1 
2270653961   -7.61595    -54.64325     0.04      0.02     0.04     1 
2270653962   -7.61579    -54.61472     0.08     -0.02     0.09     1 
2270653963   -7.61564    -54.58619     0.09     -0.01     0.09     1 
2270653964   -7.61548    -54.55765     0.06     -0.05     0.08     1 
2270653979   -7.64671    -56.27041     0.09      0.01     0.09     1 
2270653983   -7.64651    -56.15618     0.06     -0.03     0.07     1 
2270653984   -7.64645    -56.12762     0.08     -0.03     0.09     1 
2270653985   -7.64639    -56.09907     0.06     -0.07     0.09     1 
2270653986   -7.64633    -56.07051     0.06     -0.03     0.07     1 
2270653991   -7.64600    -55.92773     0.01     -0.01     0.01     1 
2270653993   -7.64585    -55.87062    -0.05     -0.04     0.07     1 
